shipcost,shipmode,shipdate,transactionid,shipmentid
9,express Air,6/14/2015,75144,75144
3,express Air,5/18/2016,75145,75145
2,Regular Air,9/2/2015,75146,75146
12,Regular Air,2/21/2015,75147,75147
10,Deleiivery Truck,12/27/2016,75148,75148
3,Deleiivery Truck,12/3/2015,75149,75149
3,Regular Air,8/20/2016,75150,75150
14,Deleiivery Truck,4/30/2015,75151,75151
18,Deleiivery Truck,3/20/2016,75152,75152
2,Regular Air,1/24/2015,75153,75153
13,Deleiivery Truck,12/8/2016,75154,75154
13,Deleiivery Truck,9/19/2016,75155,75155
6,Regular Air,5/22/2015,75156,75156
19,Deleiivery Truck,2/24/2015,75157,75157
7,Regular Air,6/9/2016,75158,75158
13,Regular Air,9/25/2015,75159,75159
3,express Air,9/5/2016,75160,75160
15,Regular Air,2/27/2017,75161,75161
2,express Air,7/29/2016,75162,75162
5,Regular Air,12/5/2014,75163,75163
7,Deleiivery Truck,1/10/2016,75164,75164
17,Deleiivery Truck,2/13/2017,75165,75165
11,Regular Air,9/6/2016,75166,75166
4,express Air,11/7/2014,75167,75167
4,express Air,10/9/2015,75168,75168
4,Regular Air,6/14/2015,75169,75169
17,Regular Air,9/12/2014,75170,75170
16,Deleiivery Truck,1/23/2016,75171,75171
18,Deleiivery Truck,9/30/2015,75172,75172
9,express Air,4/25/2014,75173,75173
2,express Air,12/31/2016,75174,75174
11,Deleiivery Truck,10/11/2014,75175,75175
13,express Air,5/17/2014,75176,75176
4,Regular Air,3/30/2015,75177,75177
10,Regular Air,5/13/2015,75178,75178
16,Deleiivery Truck,7/22/2015,75179,75179
1,Deleiivery Truck,5/26/2014,75180,75180
12,Deleiivery Truck,8/5/2016,75181,75181
1,express Air,7/29/2015,75182,75182
4,Regular Air,6/11/2015,75183,75183
19,Regular Air,9/25/2016,75184,75184
5,Regular Air,10/19/2014,75185,75185
15,Deleiivery Truck,6/3/2016,75186,75186
17,Regular Air,4/16/2016,75187,75187
16,Regular Air,1/30/2015,75188,75188
2,Deleiivery Truck,8/8/2015,75189,75189
2,Regular Air,1/18/2015,75190,75190
3,express Air,5/17/2015,75191,75191
16,Deleiivery Truck,9/13/2016,75192,75192
7,express Air,7/2/2015,75193,75193
13,express Air,2/6/2017,75194,75194
14,express Air,6/15/2015,75195,75195
9,Deleiivery Truck,5/12/2014,75196,75196
7,Deleiivery Truck,6/23/2016,75197,75197
1,express Air,7/15/2016,75198,75198
12,express Air,8/20/2014,75199,75199
15,Regular Air,1/21/2017,75200,75200
10,Regular Air,11/1/2016,75201,75201
10,Deleiivery Truck,1/5/2016,75202,75202
5,express Air,5/28/2015,75203,75203
5,express Air,12/2/2015,75204,75204
15,Regular Air,8/16/2014,75205,75205
18,express Air,10/19/2015,75206,75206
16,express Air,10/3/2016,75207,75207
10,Deleiivery Truck,1/11/2017,75208,75208
12,Regular Air,5/22/2015,75209,75209
17,Deleiivery Truck,10/4/2016,75210,75210
18,express Air,1/6/2015,75211,75211
13,Regular Air,6/30/2015,75212,75212
17,Deleiivery Truck,1/4/2016,75213,75213
6,Deleiivery Truck,10/17/2016,75214,75214
19,Regular Air,5/7/2014,75215,75215
12,Regular Air,1/6/2016,75216,75216
2,Deleiivery Truck,5/18/2015,75217,75217
11,Deleiivery Truck,6/30/2014,75218,75218
19,Deleiivery Truck,1/22/2017,75219,75219
15,express Air,11/4/2016,75220,75220
18,express Air,10/27/2015,75221,75221
6,Regular Air,2/25/2017,75222,75222
18,Regular Air,3/31/2016,75223,75223
5,Deleiivery Truck,11/8/2016,75224,75224
5,Regular Air,3/25/2017,75225,75225
7,Regular Air,2/16/2016,75226,75226
13,Regular Air,6/19/2015,75227,75227
8,express Air,1/3/2017,75228,75228
7,Regular Air,6/17/2015,75229,75229
14,Regular Air,6/11/2016,75230,75230
3,Deleiivery Truck,7/4/2016,75231,75231
6,express Air,1/6/2015,75232,75232
9,Deleiivery Truck,2/20/2015,75233,75233
17,Regular Air,2/23/2017,75234,75234
17,Regular Air,4/14/2014,75235,75235
4,Regular Air,9/3/2014,75236,75236
7,Regular Air,9/28/2014,75237,75237
1,Regular Air,9/24/2015,75238,75238
18,express Air,7/29/2016,75239,75239
7,Regular Air,10/29/2015,75240,75240
7,Deleiivery Truck,12/16/2014,75241,75241
1,express Air,12/16/2014,75242,75242
7,Deleiivery Truck,1/14/2017,75243,75243
15,Deleiivery Truck,12/14/2016,75244,75244
17,Deleiivery Truck,4/21/2016,75245,75245
5,express Air,9/24/2014,75246,75246
7,Regular Air,12/22/2014,75247,75247
17,Deleiivery Truck,9/5/2014,75248,75248
12,Regular Air,2/15/2017,75249,75249
2,Deleiivery Truck,11/26/2014,75250,75250
17,Deleiivery Truck,4/5/2015,75251,75251
12,Deleiivery Truck,2/25/2017,75252,75252
14,express Air,9/21/2015,75253,75253
12,express Air,4/12/2014,75254,75254
11,Regular Air,12/13/2014,75255,75255
4,Deleiivery Truck,9/22/2015,75256,75256
4,Deleiivery Truck,1/8/2015,75257,75257
18,express Air,10/30/2016,75258,75258
12,Regular Air,4/11/2014,75259,75259
15,Regular Air,10/1/2016,75260,75260
13,Regular Air,5/12/2015,75261,75261
11,Regular Air,7/15/2015,75262,75262
4,Deleiivery Truck,12/23/2014,75263,75263
14,Regular Air,3/3/2015,75264,75264
5,Deleiivery Truck,1/14/2015,75265,75265
10,express Air,4/16/2015,75266,75266
8,Regular Air,7/26/2015,75267,75267
8,express Air,12/21/2016,75268,75268
4,Deleiivery Truck,2/11/2016,75269,75269
11,Deleiivery Truck,1/17/2017,75270,75270
10,Deleiivery Truck,8/10/2014,75271,75271
16,express Air,10/21/2014,75272,75272
11,Regular Air,7/10/2016,75273,75273
1,express Air,10/8/2014,75274,75274
19,express Air,3/4/2016,75275,75275
7,Deleiivery Truck,6/17/2014,75276,75276
6,express Air,10/31/2014,75277,75277
1,Regular Air,3/28/2016,75278,75278
17,Regular Air,2/4/2015,75279,75279
16,Deleiivery Truck,2/27/2017,75280,75280
7,express Air,2/14/2016,75281,75281
3,Deleiivery Truck,1/29/2017,75282,75282
1,Deleiivery Truck,4/3/2015,75283,75283
19,Regular Air,4/18/2014,75284,75284
1,Deleiivery Truck,3/15/2016,75285,75285
2,Deleiivery Truck,8/5/2015,75286,75286
1,Regular Air,8/5/2015,75287,75287
10,Regular Air,4/25/2014,75288,75288
17,Regular Air,5/22/2015,75289,75289
18,Regular Air,4/20/2015,75290,75290
5,express Air,11/26/2016,75291,75291
16,Regular Air,12/25/2015,75292,75292
19,Deleiivery Truck,1/3/2017,75293,75293
5,express Air,4/29/2016,75294,75294
9,Deleiivery Truck,5/17/2014,75295,75295
8,Deleiivery Truck,10/7/2016,75296,75296
6,Regular Air,9/11/2016,75297,75297
16,Deleiivery Truck,5/21/2016,75298,75298
13,Deleiivery Truck,7/14/2016,75299,75299
5,Deleiivery Truck,1/25/2017,75300,75300
5,express Air,6/30/2016,75301,75301
17,Regular Air,5/17/2015,75302,75302
8,Regular Air,10/19/2015,75303,75303
14,Regular Air,5/9/2015,75304,75304
8,express Air,4/17/2014,75305,75305
15,express Air,10/16/2016,75306,75306
17,Deleiivery Truck,1/3/2016,75307,75307
3,Deleiivery Truck,11/25/2015,75308,75308
18,Deleiivery Truck,11/2/2016,75309,75309
11,express Air,8/9/2014,75310,75310
19,Deleiivery Truck,3/24/2016,75311,75311
8,Deleiivery Truck,6/10/2015,75312,75312
5,Deleiivery Truck,8/4/2014,75313,75313
5,Regular Air,5/11/2015,75314,75314
11,express Air,12/30/2015,75315,75315
16,Deleiivery Truck,11/16/2015,75316,75316
9,Deleiivery Truck,6/20/2016,75317,75317
14,Deleiivery Truck,8/2/2015,75318,75318
7,express Air,11/7/2014,75319,75319
12,express Air,3/20/2017,75320,75320
8,Deleiivery Truck,2/3/2017,75321,75321
1,Regular Air,11/5/2015,75322,75322
16,express Air,3/6/2015,75323,75323
8,Deleiivery Truck,1/20/2016,75324,75324
3,Deleiivery Truck,10/3/2016,75325,75325
5,Regular Air,5/16/2014,75326,75326
13,Regular Air,12/29/2015,75327,75327
5,Regular Air,11/12/2015,75328,75328
7,Regular Air,7/17/2014,75329,75329
11,express Air,6/14/2015,75330,75330
2,Deleiivery Truck,6/17/2016,75331,75331
4,express Air,11/9/2016,75332,75332
8,Regular Air,2/1/2015,75333,75333
1,Regular Air,12/24/2014,75334,75334
7,express Air,2/17/2015,75335,75335
11,express Air,5/14/2015,75336,75336
16,Regular Air,2/1/2015,75337,75337
8,express Air,6/13/2014,75338,75338
4,Deleiivery Truck,11/28/2014,75339,75339
6,express Air,12/3/2015,75340,75340
8,express Air,7/4/2015,75341,75341
8,express Air,10/10/2014,75342,75342
6,Deleiivery Truck,11/16/2014,75343,75343
17,Deleiivery Truck,7/6/2015,75344,75344
13,Regular Air,9/13/2016,75345,75345
10,express Air,2/21/2016,75346,75346
7,Deleiivery Truck,4/28/2014,75347,75347
2,Deleiivery Truck,6/20/2015,75348,75348
11,Regular Air,4/7/2016,75349,75349
18,express Air,8/27/2016,75350,75350
8,Regular Air,12/6/2014,75351,75351
4,Regular Air,10/12/2014,75352,75352
13,Deleiivery Truck,5/2/2015,75353,75353
19,Deleiivery Truck,11/23/2014,75354,75354
3,Regular Air,9/4/2014,75355,75355
7,Regular Air,7/23/2016,75356,75356
4,express Air,2/7/2016,75357,75357
10,Regular Air,8/23/2015,75358,75358
9,Regular Air,10/23/2015,75359,75359
17,Deleiivery Truck,6/17/2014,75360,75360
8,express Air,5/11/2015,75361,75361
14,express Air,2/14/2015,75362,75362
17,Deleiivery Truck,6/10/2015,75363,75363
10,Deleiivery Truck,10/6/2015,75364,75364
9,Regular Air,2/6/2015,75365,75365
18,Regular Air,4/13/2016,75366,75366
14,express Air,1/14/2015,75367,75367
17,express Air,10/24/2016,75368,75368
16,Deleiivery Truck,9/26/2014,75369,75369
19,express Air,12/22/2014,75370,75370
6,express Air,4/12/2014,75371,75371
18,Deleiivery Truck,12/2/2015,75372,75372
16,Regular Air,4/6/2016,75373,75373
14,Regular Air,8/22/2015,75374,75374
9,Regular Air,9/2/2015,75375,75375
6,Regular Air,11/25/2016,75376,75376
17,express Air,1/2/2017,75377,75377
1,Regular Air,5/16/2016,75378,75378
6,Deleiivery Truck,8/24/2015,75379,75379
2,express Air,1/12/2017,75380,75380
12,express Air,4/10/2014,75381,75381
2,Regular Air,4/14/2016,75382,75382
18,Regular Air,10/19/2016,75383,75383
10,Regular Air,9/10/2015,75384,75384
10,Deleiivery Truck,4/19/2016,75385,75385
15,Deleiivery Truck,4/16/2016,75386,75386
16,Deleiivery Truck,7/5/2014,75387,75387
7,express Air,1/5/2015,75388,75388
3,express Air,11/5/2014,75389,75389
14,express Air,6/27/2016,75390,75390
7,express Air,1/22/2016,75391,75391
6,Regular Air,9/20/2014,75392,75392
13,Deleiivery Truck,8/18/2015,75393,75393
13,Regular Air,2/15/2017,75394,75394
2,Deleiivery Truck,12/20/2014,75395,75395
12,Regular Air,8/14/2014,75396,75396
17,Regular Air,2/23/2017,75397,75397
7,Deleiivery Truck,9/30/2014,75398,75398
16,Regular Air,1/16/2017,75399,75399
4,Deleiivery Truck,2/20/2017,75400,75400
10,Regular Air,12/28/2016,75401,75401
1,express Air,8/26/2014,75402,75402
18,Regular Air,8/2/2015,75403,75403
10,Deleiivery Truck,9/21/2015,75404,75404
14,express Air,4/16/2015,75405,75405
11,Regular Air,10/5/2014,75406,75406
15,Deleiivery Truck,6/23/2014,75407,75407
14,Regular Air,5/19/2016,75408,75408
2,Regular Air,10/20/2015,75409,75409
9,Deleiivery Truck,4/25/2016,75410,75410
12,Regular Air,1/4/2017,75411,75411
17,Regular Air,9/26/2014,75412,75412
8,express Air,4/17/2015,75413,75413
18,Regular Air,5/3/2016,75414,75414
13,Deleiivery Truck,12/23/2014,75415,75415
13,Regular Air,10/7/2014,75416,75416
4,express Air,3/17/2017,75417,75417
8,Regular Air,5/20/2015,75418,75418
18,express Air,6/27/2015,75419,75419
1,Deleiivery Truck,7/5/2015,75420,75420
2,Deleiivery Truck,2/7/2015,75421,75421
17,Deleiivery Truck,1/15/2017,75422,75422
9,express Air,7/16/2015,75423,75423
11,express Air,3/6/2016,75424,75424
15,Deleiivery Truck,12/11/2015,75425,75425
18,Deleiivery Truck,11/3/2015,75426,75426
9,Deleiivery Truck,4/27/2014,75427,75427
2,express Air,12/30/2014,75428,75428
11,express Air,12/17/2015,75429,75429
13,Deleiivery Truck,4/4/2015,75430,75430
1,Regular Air,7/15/2015,75431,75431
19,Regular Air,7/31/2014,75432,75432
18,Regular Air,12/16/2016,75433,75433
4,Regular Air,4/4/2015,75434,75434
5,express Air,9/23/2016,75435,75435
10,express Air,5/3/2014,75436,75436
18,Regular Air,7/16/2015,75437,75437
9,Deleiivery Truck,12/25/2016,75438,75438
11,express Air,9/12/2016,75439,75439
4,Regular Air,11/15/2015,75440,75440
13,Deleiivery Truck,4/16/2015,75441,75441
18,Deleiivery Truck,3/25/2017,75442,75442
9,Regular Air,10/31/2015,75443,75443
1,Deleiivery Truck,6/26/2016,75444,75444
1,Regular Air,3/16/2017,75445,75445
8,Regular Air,5/21/2014,75446,75446
16,Regular Air,10/14/2014,75447,75447
4,Regular Air,3/10/2015,75448,75448
5,Deleiivery Truck,7/16/2015,75449,75449
19,express Air,7/5/2014,75450,75450
9,express Air,11/13/2016,75451,75451
15,Deleiivery Truck,4/17/2015,75452,75452
1,express Air,12/7/2015,75453,75453
15,Regular Air,7/5/2014,75454,75454
17,Deleiivery Truck,1/7/2016,75455,75455
18,Regular Air,6/10/2014,75456,75456
2,Deleiivery Truck,8/22/2016,75457,75457
15,Regular Air,12/25/2016,75458,75458
14,Deleiivery Truck,2/7/2017,75459,75459
4,Deleiivery Truck,3/8/2017,75460,75460
13,express Air,8/10/2015,75461,75461
2,Deleiivery Truck,12/6/2016,75462,75462
19,express Air,12/13/2016,75463,75463
17,Regular Air,3/4/2017,75464,75464
2,Deleiivery Truck,1/29/2017,75465,75465
1,express Air,8/11/2015,75466,75466
5,Regular Air,5/1/2014,75467,75467
17,Regular Air,3/7/2017,75468,75468
16,Regular Air,7/5/2016,75469,75469
9,Deleiivery Truck,1/18/2017,75470,75470
1,Deleiivery Truck,2/9/2016,75471,75471
16,Regular Air,12/12/2016,75472,75472
8,Regular Air,5/28/2014,75473,75473
7,Regular Air,9/10/2015,75474,75474
4,Deleiivery Truck,4/17/2015,75475,75475
7,Deleiivery Truck,5/7/2015,75476,75476
17,express Air,12/25/2016,75477,75477
7,Regular Air,12/13/2016,75478,75478
6,express Air,9/8/2014,75479,75479
4,Regular Air,4/16/2014,75480,75480
18,express Air,5/16/2014,75481,75481
1,Deleiivery Truck,11/10/2016,75482,75482
1,Deleiivery Truck,5/23/2016,75483,75483
19,Regular Air,4/24/2014,75484,75484
5,Deleiivery Truck,5/25/2016,75485,75485
8,Regular Air,3/28/2015,75486,75486
6,Deleiivery Truck,3/21/2016,75487,75487
6,Deleiivery Truck,4/28/2016,75488,75488
5,express Air,12/14/2014,75489,75489
11,Regular Air,1/25/2015,75490,75490
15,Regular Air,10/16/2015,75491,75491
2,Regular Air,1/24/2015,75492,75492
10,Regular Air,3/10/2016,75493,75493
3,Regular Air,11/30/2015,75494,75494
3,Regular Air,8/19/2016,75495,75495
3,Regular Air,10/19/2016,75496,75496
8,Deleiivery Truck,9/26/2015,75497,75497
19,Regular Air,5/12/2014,75498,75498
7,Deleiivery Truck,4/22/2014,75499,75499
5,express Air,10/24/2014,75500,75500
10,Deleiivery Truck,7/9/2015,75501,75501
3,Deleiivery Truck,3/24/2017,75502,75502
1,express Air,1/24/2015,75503,75503
7,express Air,5/6/2014,75504,75504
19,Deleiivery Truck,9/12/2014,75505,75505
17,Regular Air,6/14/2016,75506,75506
19,Deleiivery Truck,10/31/2016,75507,75507
12,Regular Air,7/6/2014,75508,75508
9,express Air,2/24/2016,75509,75509
15,express Air,12/28/2016,75510,75510
8,Deleiivery Truck,9/4/2015,75511,75511
18,Regular Air,5/29/2014,75512,75512
6,express Air,8/8/2015,75513,75513
7,express Air,12/22/2014,75514,75514
7,Deleiivery Truck,7/9/2016,75515,75515
14,Deleiivery Truck,5/25/2014,75516,75516
8,Regular Air,5/9/2014,75517,75517
2,Regular Air,7/29/2016,75518,75518
14,express Air,6/18/2015,75519,75519
13,express Air,12/29/2015,75520,75520
15,Regular Air,10/6/2014,75521,75521
12,Deleiivery Truck,1/10/2015,75522,75522
19,express Air,12/2/2016,75523,75523
3,express Air,3/16/2015,75524,75524
14,Regular Air,1/26/2016,75525,75525
5,Deleiivery Truck,11/12/2014,75526,75526
1,Deleiivery Truck,9/13/2015,75527,75527
12,express Air,4/17/2014,75528,75528
5,Deleiivery Truck,8/14/2016,75529,75529
5,Regular Air,12/25/2016,75530,75530
5,Deleiivery Truck,10/28/2016,75531,75531
5,express Air,12/15/2014,75532,75532
6,express Air,4/28/2016,75533,75533
16,Regular Air,4/2/2015,75534,75534
17,express Air,8/13/2016,75535,75535
11,Deleiivery Truck,1/10/2017,75536,75536
5,Deleiivery Truck,10/17/2014,75537,75537
11,Deleiivery Truck,12/29/2016,75538,75538
15,express Air,4/3/2017,75539,75539
15,Deleiivery Truck,6/5/2015,75540,75540
9,Deleiivery Truck,6/20/2015,75541,75541
12,express Air,12/26/2016,75542,75542
4,Regular Air,8/3/2015,75543,75543
18,Deleiivery Truck,11/25/2015,75544,75544
17,Regular Air,12/6/2014,75545,75545
16,Regular Air,4/14/2014,75546,75546
10,Deleiivery Truck,11/20/2014,75547,75547
5,Deleiivery Truck,11/5/2016,75548,75548
2,Deleiivery Truck,11/14/2014,75549,75549
9,Regular Air,11/21/2014,75550,75550
12,Deleiivery Truck,5/27/2015,75551,75551
6,Deleiivery Truck,7/24/2014,75552,75552
19,Deleiivery Truck,9/29/2014,75553,75553
9,Deleiivery Truck,8/21/2014,75554,75554
3,express Air,2/9/2015,75555,75555
7,Regular Air,7/15/2015,75556,75556
6,Deleiivery Truck,8/17/2014,75557,75557
2,express Air,8/1/2014,75558,75558
12,Regular Air,5/4/2015,75559,75559
14,Regular Air,6/7/2016,75560,75560
1,Deleiivery Truck,4/17/2014,75561,75561
19,express Air,9/22/2014,75562,75562
3,express Air,11/17/2015,75563,75563
4,Regular Air,11/15/2015,75564,75564
18,express Air,6/11/2016,75565,75565
6,Regular Air,10/8/2016,75566,75566
16,express Air,10/26/2015,75567,75567
5,Regular Air,1/29/2016,75568,75568
3,Deleiivery Truck,2/15/2017,75569,75569
12,express Air,9/7/2015,75570,75570
13,Deleiivery Truck,2/10/2016,75571,75571
7,Deleiivery Truck,12/1/2016,75572,75572
8,Deleiivery Truck,1/10/2016,75573,75573
16,express Air,11/10/2016,75574,75574
4,express Air,4/2/2017,75575,75575
8,express Air,5/6/2015,75576,75576
7,express Air,11/5/2014,75577,75577
16,Regular Air,9/4/2014,75578,75578
15,Regular Air,9/2/2015,75579,75579
18,Deleiivery Truck,3/26/2016,75580,75580
12,Deleiivery Truck,1/9/2016,75581,75581
14,Deleiivery Truck,7/13/2015,75582,75582
18,Regular Air,11/1/2016,75583,75583
14,Regular Air,7/27/2016,75584,75584
11,express Air,12/9/2014,75585,75585
19,Deleiivery Truck,7/20/2014,75586,75586
16,Regular Air,9/25/2015,75587,75587
6,express Air,12/18/2014,75588,75588
11,Deleiivery Truck,10/15/2015,75589,75589
15,Deleiivery Truck,2/15/2015,75590,75590
15,Deleiivery Truck,5/1/2016,75591,75591
10,Deleiivery Truck,2/16/2016,75592,75592
16,Regular Air,11/7/2015,75593,75593
13,Deleiivery Truck,8/28/2015,75594,75594
1,Regular Air,3/25/2016,75595,75595
19,express Air,5/11/2016,75596,75596
4,Regular Air,1/29/2017,75597,75597
4,Regular Air,12/19/2015,75598,75598
6,express Air,9/8/2014,75599,75599
16,express Air,5/9/2016,75600,75600
13,Deleiivery Truck,8/11/2016,75601,75601
11,express Air,10/30/2015,75602,75602
8,Deleiivery Truck,5/30/2016,75603,75603
16,Deleiivery Truck,12/24/2015,75604,75604
14,Deleiivery Truck,9/30/2015,75605,75605
1,Deleiivery Truck,5/7/2015,75606,75606
10,Deleiivery Truck,1/26/2017,75607,75607
18,Regular Air,10/3/2014,75608,75608
9,express Air,2/22/2017,75609,75609
16,express Air,6/2/2016,75610,75610
16,express Air,4/9/2016,75611,75611
19,Deleiivery Truck,9/11/2015,75612,75612
10,express Air,10/30/2016,75613,75613
19,express Air,9/24/2014,75614,75614
6,express Air,3/28/2017,75615,75615
18,express Air,4/7/2014,75616,75616
14,Regular Air,6/19/2014,75617,75617
6,express Air,4/1/2015,75618,75618
1,Regular Air,6/26/2016,75619,75619
10,Regular Air,9/30/2015,75620,75620
13,express Air,3/15/2017,75621,75621
5,Regular Air,12/24/2016,75622,75622
7,Deleiivery Truck,2/15/2016,75623,75623
4,Regular Air,5/20/2016,75624,75624
3,express Air,8/6/2015,75625,75625
5,express Air,3/25/2016,75626,75626
11,express Air,10/30/2015,75627,75627
8,express Air,4/5/2016,75628,75628
19,Deleiivery Truck,2/15/2017,75629,75629
2,express Air,11/16/2015,75630,75630
1,Deleiivery Truck,5/29/2015,75631,75631
19,Deleiivery Truck,10/29/2015,75632,75632
7,express Air,8/30/2014,75633,75633
6,Deleiivery Truck,5/22/2016,75634,75634
12,Regular Air,9/4/2015,75635,75635
4,Deleiivery Truck,8/23/2016,75636,75636
3,express Air,8/7/2014,75637,75637
2,express Air,9/24/2015,75638,75638
18,express Air,5/25/2014,75639,75639
16,Deleiivery Truck,3/25/2016,75640,75640
10,Deleiivery Truck,9/3/2014,75641,75641
9,express Air,1/30/2015,75642,75642
9,Deleiivery Truck,10/15/2016,75643,75643
18,Deleiivery Truck,3/20/2016,75644,75644
8,express Air,11/15/2015,75645,75645
2,Regular Air,3/30/2016,75646,75646
